College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638321071,1-44638321071,U-0365,OMDAYAL GROUP OF INSTITUITIONS,Active,West Bengal,Howrah,Howrah,"PLOT NO. 38(P),38A,39A,39(P) ULUBERIA INDUSTRIAL GROWTH CENTRE,",700595,22.577389,88.269542,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,A+,No,,Tier 3,http://www.omdayalinstituitions.ac.in,info@omdayalinstituitions.ac.in,admissions@omdayalinstituitions.ac.in,placement@omdayalinstituitions.ac.in,+91-80-066-6534,Mechanical Engineering,B.Tech,60,210,2013,Rural,Yes,No
1-44638321071,1-44638321071,U-0365,OMDAYAL GROUP OF INSTITUITIONS,Active,West Bengal,Howrah,Howrah,"PLOT NO. 38(P),38A,39A,39(P) ULUBERIA INDUSTRIAL GROWTH CENTRE,",700595,22.577389,88.269542,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,A+,No,,Tier 3,http://www.omdayalinstituitions.ac.in,info@omdayalinstituitions.ac.in,admissions@omdayalinstituitions.ac.in,placement@omdayalinstituitions.ac.in,+91-80-066-6534,Computer Science Engineering (CSE),B.Tech,60,210,2013,Rural,Yes,No
1-44638321071,1-44638321071,U-0365,OMDAYAL GROUP OF INSTITUITIONS,Active,West Bengal,Howrah,Howrah,"PLOT NO. 38(P),38A,39A,39(P) ULUBERIA INDUSTRIAL GROWTH CENTRE,",700595,22.577389,88.269542,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,A+,No,,Tier 3,http://www.omdayalinstituitions.ac.in,info@omdayalinstituitions.ac.in,admissions@omdayalinstituitions.ac.in,placement@omdayalinstituitions.ac.in,+91-80-066-6534,Electrical Engineering,B.Tech,60,210,2013,Rural,Yes,No
1-44638321071,1-44638321071,U-0365,OMDAYAL GROUP OF INSTITUITIONS,Active,West Bengal,Howrah,Howrah,"PLOT NO. 38(P),38A,39A,39(P) ULUBERIA INDUSTRIAL GROWTH CENTRE,",700595,22.577389,88.269542,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,A+,No,,Tier 3,http://www.omdayalinstituitions.ac.in,info@omdayalinstituitions.ac.in,admissions@omdayalinstituitions.ac.in,placement@omdayalinstituitions.ac.in,+91-80-066-6534,Artificial Intelligence & Machine Learning (AI & ML),B.Tech,30,210,2013,Rural,Yes,No
1-44638673500,1-44638673500,U-0461,DASNAGAR GOVT. POLYTECHNIC,Active,West Bengal,Howrah,Howrah,DASNAGAR,700595,22.580707,88.277021,Government,West Bengal State Council of Technical  and Vocational Education and Skill Development,Approved,Approved,A,No,,Tier 2,http://www.dasnagargovt.ac.in,info@dasnagargovt.ac.in,admissions@dasnagargovt.ac.in,placement@dasnagargovt.ac.in,+91-80-205-8197,Mechanical Engineering,Diploma,60,180,2009,Urban,No,Yes
1-44638673500,1-44638673500,U-0461,DASNAGAR GOVT. POLYTECHNIC,Active,West Bengal,Howrah,Howrah,DASNAGAR,700595,22.580707,88.277021,Government,West Bengal State Council of Technical  and Vocational Education and Skill Development,Approved,Approved,A,No,,Tier 2,http://www.dasnagargovt.ac.in,info@dasnagargovt.ac.in,admissions@dasnagargovt.ac.in,placement@dasnagargovt.ac.in,+91-80-205-8197,Civil Engineering,Diploma,60,180,2009,Urban,No,Yes
1-44638673500,1-44638673500,U-0461,DASNAGAR GOVT. POLYTECHNIC,Active,West Bengal,Howrah,Howrah,DASNAGAR,700595,22.580707,88.277021,Government,West Bengal State Council of Technical  and Vocational Education and Skill Development,Approved,Approved,A,No,,Tier 2,http://www.dasnagargovt.ac.in,info@dasnagargovt.ac.in,admissions@dasnagargovt.ac.in,placement@dasnagargovt.ac.in,+91-80-205-8197,Information Technology (IT),Diploma,60,180,2009,Urban,No,Yes
1-44638641370,1-44638641370,U-0339,ULUBERIA  GOVERNMENT  POLYTECHNIC,Active,West Bengal,Howrah,Howrah,ULUBERIA - 1 ; BOALIA,700595,22.592047,88.254923,Government,"West Bengal State Council of Technical Education, Kolkata",Approved,Approved,A+,Yes,,Tier 2,http://www.uluberia.ac.in,info@uluberia.ac.in,admissions@uluberia.ac.in,placement@uluberia.ac.in,+91-80-681-4280,Mechanical Engineering,Diploma,60,180,2009,Urban,Yes,No
1-44638641370,1-44638641370,U-0339,ULUBERIA  GOVERNMENT  POLYTECHNIC,Active,West Bengal,Howrah,Howrah,ULUBERIA - 1 ; BOALIA,700595,22.592047,88.254923,Government,"West Bengal State Council of Technical Education, Kolkata",Approved,Approved,A+,Yes,,Tier 2,http://www.uluberia.ac.in,info@uluberia.ac.in,admissions@uluberia.ac.in,placement@uluberia.ac.in,+91-80-681-4280,Computer Science Engineering (CSE),Diploma,60,180,2009,Urban,Yes,No
1-44638641370,1-44638641370,U-0339,ULUBERIA  GOVERNMENT  POLYTECHNIC,Active,West Bengal,Howrah,Howrah,ULUBERIA - 1 ; BOALIA,700595,22.592047,88.254923,Government,"West Bengal State Council of Technical Education, Kolkata",Approved,Approved,A+,Yes,,Tier 2,http://www.uluberia.ac.in,info@uluberia.ac.in,admissions@uluberia.ac.in,placement@uluberia.ac.in,+91-80-681-4280,Chemical Engineering,Diploma,60,180,2009,Urban,Yes,No
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Computer Science Engineering (CSE),B.Tech,120,564,2007,Rural,Yes,Yes
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Electronics & Communication Engineering (ECE),M.Tech,18,564,2007,Rural,Yes,Yes
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Information Technology (IT),B.Tech,120,564,2007,Rural,Yes,Yes
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Automobile Engineering,B.Tech,30,564,2007,Rural,Yes,Yes
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Electronics & Communication Engineering (ECE),B.Tech,60,564,2007,Rural,Yes,Yes
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Electrical Engineering,B.Tech,60,564,2007,Rural,Yes,Yes
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Mechanical Engineering,B.Tech,30,564,2007,Rural,Yes,Yes
1-44639605966,1-44639605966,U-0365,MCKV INSTITUTE OF ENGINEERING,Active,West Bengal,Howrah,Howrah,"243, G.T. ROAD (NORTH)",700595,22.60252,88.257857,Private-Self Financing,"Maulana Abul Kalam Azad University of Technology, West Bengal",Approved,Approved,B+,No,,Tier 3,http://www.mckv.ac.in,info@mckv.ac.in,admissions@mckv.ac.in,placement@mckv.ac.in,+91-80-120-7259,Data Science,B.Tech,60,564,2007,Rural,Yes,Yes
