College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638514891,1-44638514891,U-0992,INDIRA GANDHI UNIVERSITY MEERPUR,Active,Haryana,Rewari,Rewari,INDIRA GANDHI UNIVERSITY MEERPUR REWARI,120621,29.048552,76.097339,State Government University,NOT APPLICABLE,Approved,Approved,B+,No,,Tier 3,http://www.indiragandhimeerpur.ac.in,info@indiragandhimeerpur.ac.in,admissions@indiragandhimeerpur.ac.in,placement@indiragandhimeerpur.ac.in,+91-80-409-0571,Computer Science Engineering (CSE),B.Tech,60,60,1989,Rural,Yes,Yes
1-44638519284,1-44638519284,U-0075,RAO BIRENDER SINGH STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY ZAINABAD REWARI,Active,Haryana,Rewari,Rewari,VILLAGE ZAINABAD DISTRICT REWARI,120621,29.070598,76.084095,Government,"Indira Gandhi University, Meerpur, Rewari",Approved,Approved,B++,Yes,,Tier 3,http://www.raobirendersingh.ac.in,info@raobirendersingh.ac.in,admissions@raobirendersingh.ac.in,placement@raobirendersingh.ac.in,+91-80-333-6950,Civil Engineering,B.Tech,60,330,2011,Urban,Yes,Yes
1-44638519284,1-44638519284,U-0075,RAO BIRENDER SINGH STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY ZAINABAD REWARI,Active,Haryana,Rewari,Rewari,VILLAGE ZAINABAD DISTRICT REWARI,120621,29.070598,76.084095,Government,"Indira Gandhi University, Meerpur, Rewari",Approved,Approved,B++,Yes,,Tier 3,http://www.raobirendersingh.ac.in,info@raobirendersingh.ac.in,admissions@raobirendersingh.ac.in,placement@raobirendersingh.ac.in,+91-80-333-6950,Computer Science Engineering (CSE),B.Tech,60,330,2011,Urban,Yes,Yes
1-44638519284,1-44638519284,U-0075,RAO BIRENDER SINGH STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY ZAINABAD REWARI,Active,Haryana,Rewari,Rewari,VILLAGE ZAINABAD DISTRICT REWARI,120621,29.070598,76.084095,Government,"Indira Gandhi University, Meerpur, Rewari",Approved,Approved,B++,Yes,,Tier 3,http://www.raobirendersingh.ac.in,info@raobirendersingh.ac.in,admissions@raobirendersingh.ac.in,placement@raobirendersingh.ac.in,+91-80-333-6950,Electronics & Communication Engineering (ECE),B.Tech,60,330,2011,Urban,Yes,Yes
1-44638519284,1-44638519284,U-0075,RAO BIRENDER SINGH STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY ZAINABAD REWARI,Active,Haryana,Rewari,Rewari,VILLAGE ZAINABAD DISTRICT REWARI,120621,29.070598,76.084095,Government,"Indira Gandhi University, Meerpur, Rewari",Approved,Approved,B++,Yes,,Tier 3,http://www.raobirendersingh.ac.in,info@raobirendersingh.ac.in,admissions@raobirendersingh.ac.in,placement@raobirendersingh.ac.in,+91-80-333-6950,Electrical Engineering,B.Tech,60,330,2011,Urban,Yes,Yes
1-44638519284,1-44638519284,U-0075,RAO BIRENDER SINGH STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY ZAINABAD REWARI,Active,Haryana,Rewari,Rewari,VILLAGE ZAINABAD DISTRICT REWARI,120621,29.070598,76.084095,Government,"Indira Gandhi University, Meerpur, Rewari",Approved,Approved,B++,Yes,,Tier 3,http://www.raobirendersingh.ac.in,info@raobirendersingh.ac.in,admissions@raobirendersingh.ac.in,placement@raobirendersingh.ac.in,+91-80-333-6950,Mechanical Engineering,B.Tech,60,330,2011,Urban,Yes,Yes
1-44638519284,1-44638519284,U-0075,RAO BIRENDER SINGH STATE INSTITUTE OF ENGINEERING AND TECHNOLOGY ZAINABAD REWARI,Active,Haryana,Rewari,Rewari,VILLAGE ZAINABAD DISTRICT REWARI,120621,29.070598,76.084095,Government,"Indira Gandhi University, Meerpur, Rewari",Approved,Approved,B++,Yes,,Tier 3,http://www.raobirendersingh.ac.in,info@raobirendersingh.ac.in,admissions@raobirendersingh.ac.in,placement@raobirendersingh.ac.in,+91-80-333-6950,Data Science,B.Tech,30,330,2011,Urban,Yes,Yes
1-44638705510,1-44638705510,U-0926,GOVT. POLYTECHNIC CUM MULTI SKILL TRAINING CENTRE DHAMLAWAS,Active,Haryana,Rewari,Rewari,VILL DHAMLAWAS POST OFFICE PITHRAWAS TEHSIL MANETHI DISTRICT REWARI PIN CODE 123101,123101,29.076883,76.097906,Government,HARYANA STATE BOARD OF TECHNICAL EDUCATION PANCHKULA HARYANA,Approved,Approved,B++,Yes,,Tier 3,http://www.govtcummulti.ac.in,info@govtcummulti.ac.in,admissions@govtcummulti.ac.in,placement@govtcummulti.ac.in,+91-80-597-3326,Electrical Engineering,Diploma,60,360,2009,Urban,Yes,Yes
1-44638705510,1-44638705510,U-0926,GOVT. POLYTECHNIC CUM MULTI SKILL TRAINING CENTRE DHAMLAWAS,Active,Haryana,Rewari,Rewari,VILL DHAMLAWAS POST OFFICE PITHRAWAS TEHSIL MANETHI DISTRICT REWARI PIN CODE 123101,123101,29.076883,76.097906,Government,HARYANA STATE BOARD OF TECHNICAL EDUCATION PANCHKULA HARYANA,Approved,Approved,B++,Yes,,Tier 3,http://www.govtcummulti.ac.in,info@govtcummulti.ac.in,admissions@govtcummulti.ac.in,placement@govtcummulti.ac.in,+91-80-597-3326,Automobile Engineering,Diploma,60,360,2009,Urban,Yes,Yes
1-44638705510,1-44638705510,U-0926,GOVT. POLYTECHNIC CUM MULTI SKILL TRAINING CENTRE DHAMLAWAS,Active,Haryana,Rewari,Rewari,VILL DHAMLAWAS POST OFFICE PITHRAWAS TEHSIL MANETHI DISTRICT REWARI PIN CODE 123101,123101,29.076883,76.097906,Government,HARYANA STATE BOARD OF TECHNICAL EDUCATION PANCHKULA HARYANA,Approved,Approved,B++,Yes,,Tier 3,http://www.govtcummulti.ac.in,info@govtcummulti.ac.in,admissions@govtcummulti.ac.in,placement@govtcummulti.ac.in,+91-80-597-3326,Other Engineering Branches,Diploma,90,360,2009,Urban,Yes,Yes
