College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638627780,1-44638627780,U-0183,GMB POLYTECHNIC - RAJULA,Active,Gujarat,Amreli,Amreli,"AT:- VILLEGE CHHATADIYA TALUKO:- RAJULA ,NEAR MODEL HIGH SCHOOL -RAJULA  PINCODE-365560 DISTRICT;- AMRELI ,STATE ;- GUJARAT",365560,22.277872,71.185625,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.gmbrajula.ac.in,info@gmbrajula.ac.in,admissions@gmbrajula.ac.in,placement@gmbrajula.ac.in,+91-80-642-9908,Civil Engineering,Diploma,60,240,1992,Rural,Yes,Yes
1-44638627780,1-44638627780,U-0183,GMB POLYTECHNIC - RAJULA,Active,Gujarat,Amreli,Amreli,"AT:- VILLEGE CHHATADIYA TALUKO:- RAJULA ,NEAR MODEL HIGH SCHOOL -RAJULA  PINCODE-365560 DISTRICT;- AMRELI ,STATE ;- GUJARAT",365560,22.277872,71.185625,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.gmbrajula.ac.in,info@gmbrajula.ac.in,admissions@gmbrajula.ac.in,placement@gmbrajula.ac.in,+91-80-642-9908,Mechanical Engineering,Diploma,60,240,1992,Rural,Yes,Yes
1-44638627780,1-44638627780,U-0183,GMB POLYTECHNIC - RAJULA,Active,Gujarat,Amreli,Amreli,"AT:- VILLEGE CHHATADIYA TALUKO:- RAJULA ,NEAR MODEL HIGH SCHOOL -RAJULA  PINCODE-365560 DISTRICT;- AMRELI ,STATE ;- GUJARAT",365560,22.277872,71.185625,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.gmbrajula.ac.in,info@gmbrajula.ac.in,admissions@gmbrajula.ac.in,placement@gmbrajula.ac.in,+91-80-642-9908,Computer Science Engineering (CSE),Diploma,60,240,1992,Rural,Yes,Yes
1-44638627780,1-44638627780,U-0183,GMB POLYTECHNIC - RAJULA,Active,Gujarat,Amreli,Amreli,"AT:- VILLEGE CHHATADIYA TALUKO:- RAJULA ,NEAR MODEL HIGH SCHOOL -RAJULA  PINCODE-365560 DISTRICT;- AMRELI ,STATE ;- GUJARAT",365560,22.277872,71.185625,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.gmbrajula.ac.in,info@gmbrajula.ac.in,admissions@gmbrajula.ac.in,placement@gmbrajula.ac.in,+91-80-642-9908,Electrical Engineering,Diploma,60,240,1992,Rural,Yes,Yes
1-44640150966,1-44640150966,U-0183,"DR. JIVRAJ N. MEHTA GOVERNMENT POLYTECHNIC, AMRELI",Active,Gujarat,Amreli,Amreli,"LATHI ROAD, NR. RAILWAY CROSSING",380827,22.254161,71.184962,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.drjivrajn.ac.in,info@drjivrajn.ac.in,admissions@drjivrajn.ac.in,placement@drjivrajn.ac.in,+91-80-648-4816,Civil Engineering,Diploma,30,240,2015,Urban,Yes,Yes
1-44640150966,1-44640150966,U-0183,"DR. JIVRAJ N. MEHTA GOVERNMENT POLYTECHNIC, AMRELI",Active,Gujarat,Amreli,Amreli,"LATHI ROAD, NR. RAILWAY CROSSING",380827,22.254161,71.184962,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.drjivrajn.ac.in,info@drjivrajn.ac.in,admissions@drjivrajn.ac.in,placement@drjivrajn.ac.in,+91-80-648-4816,Mechanical Engineering,Diploma,30,240,2015,Urban,Yes,Yes
1-44640150966,1-44640150966,U-0183,"DR. JIVRAJ N. MEHTA GOVERNMENT POLYTECHNIC, AMRELI",Active,Gujarat,Amreli,Amreli,"LATHI ROAD, NR. RAILWAY CROSSING",380827,22.254161,71.184962,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.drjivrajn.ac.in,info@drjivrajn.ac.in,admissions@drjivrajn.ac.in,placement@drjivrajn.ac.in,+91-80-648-4816,Electrical Engineering,Diploma,60,240,2015,Urban,Yes,Yes
1-44640150966,1-44640150966,U-0183,"DR. JIVRAJ N. MEHTA GOVERNMENT POLYTECHNIC, AMRELI",Active,Gujarat,Amreli,Amreli,"LATHI ROAD, NR. RAILWAY CROSSING",380827,22.254161,71.184962,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.drjivrajn.ac.in,info@drjivrajn.ac.in,admissions@drjivrajn.ac.in,placement@drjivrajn.ac.in,+91-80-648-4816,Electronics & Communication Engineering (ECE),Diploma,30,240,2015,Urban,Yes,Yes
1-44640150966,1-44640150966,U-0183,"DR. JIVRAJ N. MEHTA GOVERNMENT POLYTECHNIC, AMRELI",Active,Gujarat,Amreli,Amreli,"LATHI ROAD, NR. RAILWAY CROSSING",380827,22.254161,71.184962,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.drjivrajn.ac.in,info@drjivrajn.ac.in,admissions@drjivrajn.ac.in,placement@drjivrajn.ac.in,+91-80-648-4816,Automobile Engineering,Diploma,30,240,2015,Urban,Yes,Yes
1-44640150966,1-44640150966,U-0183,"DR. JIVRAJ N. MEHTA GOVERNMENT POLYTECHNIC, AMRELI",Active,Gujarat,Amreli,Amreli,"LATHI ROAD, NR. RAILWAY CROSSING",380827,22.254161,71.184962,Government,"Gujarat Technological University, Ahmedabad",Approved,Approved,A+,Yes,,Tier 2,http://www.drjivrajn.ac.in,info@drjivrajn.ac.in,admissions@drjivrajn.ac.in,placement@drjivrajn.ac.in,+91-80-648-4816,Other Engineering Branches,Diploma,60,240,2015,Urban,Yes,Yes
