College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638506831,1-44638506831,U-0272,GOVERNMENT ENGINEERING COLLEGE SIWAN,Active,Bihar,Siwan,Siwan,"GOVERNMENT ENGINEERING COLLEGE SIWAN, MAIRWA ROAD, OLD SUTA MILL FACTORY, BHADA KHURD, SIWAN 841226 (BIHAR)",841226,25.080302,85.300053,Government,"BIHAR ENGINEERING UNIVERSITY, PATNA",Approved,Approved,A+,Yes,,Tier 2,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-176-2604,Civil Engineering,B.Tech,60,360,1980,Urban,Yes,Yes
1-44638506831,1-44638506831,U-0272,GOVERNMENT ENGINEERING COLLEGE SIWAN,Active,Bihar,Siwan,Siwan,"GOVERNMENT ENGINEERING COLLEGE SIWAN, MAIRWA ROAD, OLD SUTA MILL FACTORY, BHADA KHURD, SIWAN 841226 (BIHAR)",841226,25.080302,85.300053,Government,"BIHAR ENGINEERING UNIVERSITY, PATNA",Approved,Approved,A+,Yes,,Tier 2,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-176-2604,Mechanical Engineering,B.Tech,60,360,1980,Urban,Yes,Yes
1-44638506831,1-44638506831,U-0272,GOVERNMENT ENGINEERING COLLEGE SIWAN,Active,Bihar,Siwan,Siwan,"GOVERNMENT ENGINEERING COLLEGE SIWAN, MAIRWA ROAD, OLD SUTA MILL FACTORY, BHADA KHURD, SIWAN 841226 (BIHAR)",841226,25.080302,85.300053,Government,"BIHAR ENGINEERING UNIVERSITY, PATNA",Approved,Approved,A+,Yes,,Tier 2,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-176-2604,Electrical Engineering,B.Tech,60,360,1980,Urban,Yes,Yes
1-44638506831,1-44638506831,U-0272,GOVERNMENT ENGINEERING COLLEGE SIWAN,Active,Bihar,Siwan,Siwan,"GOVERNMENT ENGINEERING COLLEGE SIWAN, MAIRWA ROAD, OLD SUTA MILL FACTORY, BHADA KHURD, SIWAN 841226 (BIHAR)",841226,25.080302,85.300053,Government,"BIHAR ENGINEERING UNIVERSITY, PATNA",Approved,Approved,A+,Yes,,Tier 2,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-176-2604,IoT,B.Tech,60,360,1980,Urban,Yes,Yes
1-44638506831,1-44638506831,U-0272,GOVERNMENT ENGINEERING COLLEGE SIWAN,Active,Bihar,Siwan,Siwan,"GOVERNMENT ENGINEERING COLLEGE SIWAN, MAIRWA ROAD, OLD SUTA MILL FACTORY, BHADA KHURD, SIWAN 841226 (BIHAR)",841226,25.080302,85.300053,Government,"BIHAR ENGINEERING UNIVERSITY, PATNA",Approved,Approved,A+,Yes,,Tier 2,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-176-2604,Computer Science Engineering (CSE),B.Tech,60,360,1980,Urban,Yes,Yes
1-44638506831,1-44638506831,U-0272,GOVERNMENT ENGINEERING COLLEGE SIWAN,Active,Bihar,Siwan,Siwan,"GOVERNMENT ENGINEERING COLLEGE SIWAN, MAIRWA ROAD, OLD SUTA MILL FACTORY, BHADA KHURD, SIWAN 841226 (BIHAR)",841226,25.080302,85.300053,Government,"BIHAR ENGINEERING UNIVERSITY, PATNA",Approved,Approved,A+,Yes,,Tier 2,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-176-2604,Other Engineering Branches,B.Tech,60,360,1980,Urban,Yes,Yes
1-44638796293,1-44638796293,U-0698,GOVERNMENT POLYTECHNIC SIWAN,Active,Bihar,Siwan,Siwan,AT- BAWANDIH P.O.- CHAINPUR SIWAN,800873,25.097956,85.323685,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-916-7043,Civil Engineering,Diploma,120,360,1982,Rural,No,Yes
1-44638796293,1-44638796293,U-0698,GOVERNMENT POLYTECHNIC SIWAN,Active,Bihar,Siwan,Siwan,AT- BAWANDIH P.O.- CHAINPUR SIWAN,800873,25.097956,85.323685,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-916-7043,Mechanical Engineering,Diploma,60,360,1982,Rural,No,Yes
1-44638796293,1-44638796293,U-0698,GOVERNMENT POLYTECHNIC SIWAN,Active,Bihar,Siwan,Siwan,AT- BAWANDIH P.O.- CHAINPUR SIWAN,800873,25.097956,85.323685,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-916-7043,Electrical Engineering,Diploma,60,360,1982,Rural,No,Yes
1-44638796293,1-44638796293,U-0698,GOVERNMENT POLYTECHNIC SIWAN,Active,Bihar,Siwan,Siwan,AT- BAWANDIH P.O.- CHAINPUR SIWAN,800873,25.097956,85.323685,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-916-7043,Other Engineering Branches,Diploma,60,360,1982,Rural,No,Yes
1-44638796293,1-44638796293,U-0698,GOVERNMENT POLYTECHNIC SIWAN,Active,Bihar,Siwan,Siwan,AT- BAWANDIH P.O.- CHAINPUR SIWAN,800873,25.097956,85.323685,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.siwan.ac.in,info@siwan.ac.in,admissions@siwan.ac.in,placement@siwan.ac.in,+91-80-916-7043,Computer Science Engineering (CSE),Diploma,60,360,1982,Rural,No,Yes
1-44642319793,1-44642319793,U-0846,SIWAN COLLEGE OF ENGINEERING AND MANAGEMENT,Active,Bihar,Siwan,Siwan,ISLAMIA NAGAR SURAPUR SIWAN,800873,25.105015,85.312357,Private-Self Financing,"Bihar Engineering University, Patna",Approved,Approved,A,No,,Tier 3,http://www.siwanmanagement.ac.in,info@siwanmanagement.ac.in,admissions@siwanmanagement.ac.in,placement@siwanmanagement.ac.in,+91-80-212-7611,Mechanical Engineering,B.Tech,45,225,2016,Urban,Yes,No
1-44642319793,1-44642319793,U-0846,SIWAN COLLEGE OF ENGINEERING AND MANAGEMENT,Active,Bihar,Siwan,Siwan,ISLAMIA NAGAR SURAPUR SIWAN,800873,25.105015,85.312357,Private-Self Financing,"Bihar Engineering University, Patna",Approved,Approved,A,No,,Tier 3,http://www.siwanmanagement.ac.in,info@siwanmanagement.ac.in,admissions@siwanmanagement.ac.in,placement@siwanmanagement.ac.in,+91-80-212-7611,Electronics & Communication Engineering (ECE),B.Tech,45,225,2016,Urban,Yes,No
1-44642319793,1-44642319793,U-0846,SIWAN COLLEGE OF ENGINEERING AND MANAGEMENT,Active,Bihar,Siwan,Siwan,ISLAMIA NAGAR SURAPUR SIWAN,800873,25.105015,85.312357,Private-Self Financing,"Bihar Engineering University, Patna",Approved,Approved,A,No,,Tier 3,http://www.siwanmanagement.ac.in,info@siwanmanagement.ac.in,admissions@siwanmanagement.ac.in,placement@siwanmanagement.ac.in,+91-80-212-7611,Computer Science Engineering (CSE),B.Tech,45,225,2016,Urban,Yes,No
1-44642319793,1-44642319793,U-0846,SIWAN COLLEGE OF ENGINEERING AND MANAGEMENT,Active,Bihar,Siwan,Siwan,ISLAMIA NAGAR SURAPUR SIWAN,800873,25.105015,85.312357,Private-Self Financing,"Bihar Engineering University, Patna",Approved,Approved,A,No,,Tier 3,http://www.siwanmanagement.ac.in,info@siwanmanagement.ac.in,admissions@siwanmanagement.ac.in,placement@siwanmanagement.ac.in,+91-80-212-7611,Electrical Engineering,B.Tech,45,225,2016,Urban,Yes,No
1-44642319793,1-44642319793,U-0846,SIWAN COLLEGE OF ENGINEERING AND MANAGEMENT,Active,Bihar,Siwan,Siwan,ISLAMIA NAGAR SURAPUR SIWAN,800873,25.105015,85.312357,Private-Self Financing,"Bihar Engineering University, Patna",Approved,Approved,A,No,,Tier 3,http://www.siwanmanagement.ac.in,info@siwanmanagement.ac.in,admissions@siwanmanagement.ac.in,placement@siwanmanagement.ac.in,+91-80-212-7611,Civil Engineering,B.Tech,45,225,2016,Urban,Yes,No
1-44643207278,1-44643207278,U-0522,MAMTA INSTITUTE OF EDUCATION,Active,Bihar,Siwan,Siwan,CHINTAMANPUR DARAUNDHA SIWAN,800873,25.093877,85.297467,Private-Self Financing,"Aryabhatta Knowledge University, Patna",Approved,Approved,Not Accredited,No,,Tier 3,http://www.mamtaeducation.ac.in,info@mamtaeducation.ac.in,admissions@mamtaeducation.ac.in,placement@mamtaeducation.ac.in,+91-80-745-6027,Civil Engineering,Diploma,180,360,1994,Urban,Yes,Yes
1-44643207278,1-44643207278,U-0522,MAMTA INSTITUTE OF EDUCATION,Active,Bihar,Siwan,Siwan,CHINTAMANPUR DARAUNDHA SIWAN,800873,25.093877,85.297467,Private-Self Financing,"Aryabhatta Knowledge University, Patna",Approved,Approved,Not Accredited,No,,Tier 3,http://www.mamtaeducation.ac.in,info@mamtaeducation.ac.in,admissions@mamtaeducation.ac.in,placement@mamtaeducation.ac.in,+91-80-745-6027,Electrical Engineering,Diploma,60,360,1994,Urban,Yes,Yes
1-44643207278,1-44643207278,U-0522,MAMTA INSTITUTE OF EDUCATION,Active,Bihar,Siwan,Siwan,CHINTAMANPUR DARAUNDHA SIWAN,800873,25.093877,85.297467,Private-Self Financing,"Aryabhatta Knowledge University, Patna",Approved,Approved,Not Accredited,No,,Tier 3,http://www.mamtaeducation.ac.in,info@mamtaeducation.ac.in,admissions@mamtaeducation.ac.in,placement@mamtaeducation.ac.in,+91-80-745-6027,Mechanical Engineering,Diploma,60,360,1994,Urban,Yes,Yes
1-44643207278,1-44643207278,U-0522,MAMTA INSTITUTE OF EDUCATION,Active,Bihar,Siwan,Siwan,CHINTAMANPUR DARAUNDHA SIWAN,800873,25.093877,85.297467,Private-Self Financing,"Aryabhatta Knowledge University, Patna",Approved,Approved,Not Accredited,No,,Tier 3,http://www.mamtaeducation.ac.in,info@mamtaeducation.ac.in,admissions@mamtaeducation.ac.in,placement@mamtaeducation.ac.in,+91-80-745-6027,Other Engineering Branches,Diploma,60,360,1994,Urban,Yes,Yes
1-44754987293,1-44754987293,U-0698,DIVINE INSTITUTE OF TECHNOLOGY,Active,Bihar,Siwan,Siwan,"AT-DIVINE CAMPUS P.O & PS- ZIRADEI,  DIST: SIWAN, BIHAR-",800873,25.094889,85.319159,Private-Self Financing,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.divine.ac.in,info@divine.ac.in,admissions@divine.ac.in,placement@divine.ac.in,+91-80-788-0614,Electrical Engineering,Diploma,60,240,2011,Urban,Yes,Yes
1-44754987293,1-44754987293,U-0698,DIVINE INSTITUTE OF TECHNOLOGY,Active,Bihar,Siwan,Siwan,"AT-DIVINE CAMPUS P.O & PS- ZIRADEI,  DIST: SIWAN, BIHAR-",800873,25.094889,85.319159,Private-Self Financing,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.divine.ac.in,info@divine.ac.in,admissions@divine.ac.in,placement@divine.ac.in,+91-80-788-0614,Mechanical Engineering,Diploma,60,240,2011,Urban,Yes,Yes
1-44754987293,1-44754987293,U-0698,DIVINE INSTITUTE OF TECHNOLOGY,Active,Bihar,Siwan,Siwan,"AT-DIVINE CAMPUS P.O & PS- ZIRADEI,  DIST: SIWAN, BIHAR-",800873,25.094889,85.319159,Private-Self Financing,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.divine.ac.in,info@divine.ac.in,admissions@divine.ac.in,placement@divine.ac.in,+91-80-788-0614,Computer Science Engineering (CSE),Diploma,60,240,2011,Urban,Yes,Yes
1-44754987293,1-44754987293,U-0698,DIVINE INSTITUTE OF TECHNOLOGY,Active,Bihar,Siwan,Siwan,"AT-DIVINE CAMPUS P.O & PS- ZIRADEI,  DIST: SIWAN, BIHAR-",800873,25.094889,85.319159,Private-Self Financing,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.divine.ac.in,info@divine.ac.in,admissions@divine.ac.in,placement@divine.ac.in,+91-80-788-0614,Civil Engineering,Diploma,60,240,2011,Urban,Yes,Yes
