College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44639951540,1-44639951540,U-0294,CDL GOVT. POLYTECHNIC EDU. SOCIETY NATHUSARI CHOPTA,Active,Haryana,Sirsa,Sirsa,NATHUSARI CHOPTA,120614,29.071072,76.088194,Government,Directorate of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.cdlgovtedu.ac.in,info@cdlgovtedu.ac.in,admissions@cdlgovtedu.ac.in,placement@cdlgovtedu.ac.in,+91-80-353-5632,Computer Science Engineering (CSE),Diploma,120,420,2016,Rural,Yes,Yes
1-44639951540,1-44639951540,U-0294,CDL GOVT. POLYTECHNIC EDU. SOCIETY NATHUSARI CHOPTA,Active,Haryana,Sirsa,Sirsa,NATHUSARI CHOPTA,120614,29.071072,76.088194,Government,Directorate of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.cdlgovtedu.ac.in,info@cdlgovtedu.ac.in,admissions@cdlgovtedu.ac.in,placement@cdlgovtedu.ac.in,+91-80-353-5632,Electronics & Communication Engineering (ECE),Diploma,60,420,2016,Rural,Yes,Yes
1-44639951540,1-44639951540,U-0294,CDL GOVT. POLYTECHNIC EDU. SOCIETY NATHUSARI CHOPTA,Active,Haryana,Sirsa,Sirsa,NATHUSARI CHOPTA,120614,29.071072,76.088194,Government,Directorate of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.cdlgovtedu.ac.in,info@cdlgovtedu.ac.in,admissions@cdlgovtedu.ac.in,placement@cdlgovtedu.ac.in,+91-80-353-5632,Electrical Engineering,Diploma,120,420,2016,Rural,Yes,Yes
1-44639951540,1-44639951540,U-0294,CDL GOVT. POLYTECHNIC EDU. SOCIETY NATHUSARI CHOPTA,Active,Haryana,Sirsa,Sirsa,NATHUSARI CHOPTA,120614,29.071072,76.088194,Government,Directorate of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.cdlgovtedu.ac.in,info@cdlgovtedu.ac.in,admissions@cdlgovtedu.ac.in,placement@cdlgovtedu.ac.in,+91-80-353-5632,Mechanical Engineering,Diploma,60,420,2016,Rural,Yes,Yes
1-44639951540,1-44639951540,U-0294,CDL GOVT. POLYTECHNIC EDU. SOCIETY NATHUSARI CHOPTA,Active,Haryana,Sirsa,Sirsa,NATHUSARI CHOPTA,120614,29.071072,76.088194,Government,Directorate of Technical Education,Approved,Approved,A+,Yes,,Tier 2,http://www.cdlgovtedu.ac.in,info@cdlgovtedu.ac.in,admissions@cdlgovtedu.ac.in,placement@cdlgovtedu.ac.in,+91-80-353-5632,Civil Engineering,Diploma,60,420,2016,Rural,Yes,Yes
1-44639750716,1-44639750716,U-0294,"GOVT POLYTECHNIC, SIRSA",Active,Haryana,Sirsa,Sirsa,"RANIA ROAD, NEAR ITI",120614,29.067641,76.073508,Government,Directorate of Technical Education,Approved,Approved,B++,Yes,,Tier 3,http://www.govtsirsa.ac.in,info@govtsirsa.ac.in,admissions@govtsirsa.ac.in,placement@govtsirsa.ac.in,+91-80-209-6818,Computer Science Engineering (CSE),Diploma,60,360,2009,Urban,No,No
1-44639750716,1-44639750716,U-0294,"GOVT POLYTECHNIC, SIRSA",Active,Haryana,Sirsa,Sirsa,"RANIA ROAD, NEAR ITI",120614,29.067641,76.073508,Government,Directorate of Technical Education,Approved,Approved,B++,Yes,,Tier 3,http://www.govtsirsa.ac.in,info@govtsirsa.ac.in,admissions@govtsirsa.ac.in,placement@govtsirsa.ac.in,+91-80-209-6818,Mechanical Engineering,Diploma,60,360,2009,Urban,No,No
1-44639750716,1-44639750716,U-0294,"GOVT POLYTECHNIC, SIRSA",Active,Haryana,Sirsa,Sirsa,"RANIA ROAD, NEAR ITI",120614,29.067641,76.073508,Government,Directorate of Technical Education,Approved,Approved,B++,Yes,,Tier 3,http://www.govtsirsa.ac.in,info@govtsirsa.ac.in,admissions@govtsirsa.ac.in,placement@govtsirsa.ac.in,+91-80-209-6818,Electronics & Communication Engineering (ECE),Diploma,60,360,2009,Urban,No,No
1-44639750716,1-44639750716,U-0294,"GOVT POLYTECHNIC, SIRSA",Active,Haryana,Sirsa,Sirsa,"RANIA ROAD, NEAR ITI",120614,29.067641,76.073508,Government,Directorate of Technical Education,Approved,Approved,B++,Yes,,Tier 3,http://www.govtsirsa.ac.in,info@govtsirsa.ac.in,admissions@govtsirsa.ac.in,placement@govtsirsa.ac.in,+91-80-209-6818,Electrical Engineering,Diploma,60,360,2009,Urban,No,No
1-44639750716,1-44639750716,U-0294,"GOVT POLYTECHNIC, SIRSA",Active,Haryana,Sirsa,Sirsa,"RANIA ROAD, NEAR ITI",120614,29.067641,76.073508,Government,Directorate of Technical Education,Approved,Approved,B++,Yes,,Tier 3,http://www.govtsirsa.ac.in,info@govtsirsa.ac.in,admissions@govtsirsa.ac.in,placement@govtsirsa.ac.in,+91-80-209-6818,Agricultural Engineering,Diploma,60,360,2009,Urban,No,No
