College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638413035,1-44638413035,U-0992,MANAV RACHNA UNIVERSITY,Active,Haryana,Faridabad,Faridabad,"SECTOR 43, SURAJKUND BADKHAL ROAD, FARIDABAD",120373,29.052086,76.071546,State Private University,NOT APPLICABLE,Approved,Approved,B,No,,Tier 3,http://www.manavrachna.ac.in,info@manavrachna.ac.in,admissions@manavrachna.ac.in,placement@manavrachna.ac.in,+91-80-557-2646,Computer Science Engineering (CSE),B.Tech,360,528,2007,Urban,Yes,No
1-44638413035,1-44638413035,U-0992,MANAV RACHNA UNIVERSITY,Active,Haryana,Faridabad,Faridabad,"SECTOR 43, SURAJKUND BADKHAL ROAD, FARIDABAD",120373,29.052086,76.071546,State Private University,NOT APPLICABLE,Approved,Approved,B,No,,Tier 3,http://www.manavrachna.ac.in,info@manavrachna.ac.in,admissions@manavrachna.ac.in,placement@manavrachna.ac.in,+91-80-557-2646,Mechanical Engineering,B.Tech,60,528,2007,Urban,Yes,No
1-44638413035,1-44638413035,U-0992,MANAV RACHNA UNIVERSITY,Active,Haryana,Faridabad,Faridabad,"SECTOR 43, SURAJKUND BADKHAL ROAD, FARIDABAD",120373,29.052086,76.071546,State Private University,NOT APPLICABLE,Approved,Approved,B,No,,Tier 3,http://www.manavrachna.ac.in,info@manavrachna.ac.in,admissions@manavrachna.ac.in,placement@manavrachna.ac.in,+91-80-557-2646,Computer Science Engineering (CSE),M.Tech,6,528,2007,Urban,Yes,No
1-44638413035,1-44638413035,U-0992,MANAV RACHNA UNIVERSITY,Active,Haryana,Faridabad,Faridabad,"SECTOR 43, SURAJKUND BADKHAL ROAD, FARIDABAD",120373,29.052086,76.071546,State Private University,NOT APPLICABLE,Approved,Approved,B,No,,Tier 3,http://www.manavrachna.ac.in,info@manavrachna.ac.in,admissions@manavrachna.ac.in,placement@manavrachna.ac.in,+91-80-557-2646,Mechanical Engineering,M.Tech,6,528,2007,Urban,Yes,No
1-44638413035,1-44638413035,U-0992,MANAV RACHNA UNIVERSITY,Active,Haryana,Faridabad,Faridabad,"SECTOR 43, SURAJKUND BADKHAL ROAD, FARIDABAD",120373,29.052086,76.071546,State Private University,NOT APPLICABLE,Approved,Approved,B,No,,Tier 3,http://www.manavrachna.ac.in,info@manavrachna.ac.in,admissions@manavrachna.ac.in,placement@manavrachna.ac.in,+91-80-557-2646,Electronics & Communication Engineering (ECE),B.Tech,60,528,2007,Urban,Yes,No
1-44638413035,1-44638413035,U-0992,MANAV RACHNA UNIVERSITY,Active,Haryana,Faridabad,Faridabad,"SECTOR 43, SURAJKUND BADKHAL ROAD, FARIDABAD",120373,29.052086,76.071546,State Private University,NOT APPLICABLE,Approved,Approved,B,No,,Tier 3,http://www.manavrachna.ac.in,info@manavrachna.ac.in,admissions@manavrachna.ac.in,placement@manavrachna.ac.in,+91-80-557-2646,Electronics & Communication Engineering (ECE),M.Tech,6,528,2007,Urban,Yes,No
1-44638413035,1-44638413035,U-0992,MANAV RACHNA UNIVERSITY,Active,Haryana,Faridabad,Faridabad,"SECTOR 43, SURAJKUND BADKHAL ROAD, FARIDABAD",120373,29.052086,76.071546,State Private University,NOT APPLICABLE,Approved,Approved,B,No,,Tier 3,http://www.manavrachna.ac.in,info@manavrachna.ac.in,admissions@manavrachna.ac.in,placement@manavrachna.ac.in,+91-80-557-2646,Robotics,B.Tech,30,528,2007,Urban,Yes,No
1-44638528045,1-44638528045,U-0261,RAJA JAIT SINGH GOVERNMENT POLYTECHNIC,Active,Haryana,Faridabad,Faridabad,VPO NEEMKA,120373,29.039467,76.092806,Government,"Directorate of Technical Education, Haryana",Approved,Approved,B++,Yes,,Tier 3,http://www.rajajaitsingh.ac.in,info@rajajaitsingh.ac.in,admissions@rajajaitsingh.ac.in,placement@rajajaitsingh.ac.in,+91-80-027-9726,Civil Engineering,Diploma,60,360,2005,Urban,Yes,Yes
1-44638528045,1-44638528045,U-0261,RAJA JAIT SINGH GOVERNMENT POLYTECHNIC,Active,Haryana,Faridabad,Faridabad,VPO NEEMKA,120373,29.039467,76.092806,Government,"Directorate of Technical Education, Haryana",Approved,Approved,B++,Yes,,Tier 3,http://www.rajajaitsingh.ac.in,info@rajajaitsingh.ac.in,admissions@rajajaitsingh.ac.in,placement@rajajaitsingh.ac.in,+91-80-027-9726,Mechanical Engineering,Diploma,90,360,2005,Urban,Yes,Yes
1-44638528045,1-44638528045,U-0261,RAJA JAIT SINGH GOVERNMENT POLYTECHNIC,Active,Haryana,Faridabad,Faridabad,VPO NEEMKA,120373,29.039467,76.092806,Government,"Directorate of Technical Education, Haryana",Approved,Approved,B++,Yes,,Tier 3,http://www.rajajaitsingh.ac.in,info@rajajaitsingh.ac.in,admissions@rajajaitsingh.ac.in,placement@rajajaitsingh.ac.in,+91-80-027-9726,Electrical Engineering,Diploma,60,360,2005,Urban,Yes,Yes
