College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Data Science,M.Tech,30,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Other Engineering Branches,M.Tech,30,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Electrical Engineering,B.Tech,30,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Civil Engineering,B.Tech,60,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Computer Science Engineering (CSE),B.Tech,210,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Electronics & Communication Engineering (ECE),B.Tech,30,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Information Technology (IT),B.Tech,60,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Mechanical Engineering,B.Tech,60,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Artificial Intelligence & Machine Learning (AI & ML),B.Tech,120,660,1989,Rural,Yes,Yes
1-44638486158,1-44638486158,U-0164,AXIS INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Active,Uttar Pradesh,Kanpur,Kanpur,"VILL-HATHIPUR, KANPUR SADAR",201245,26.466943,80.347672,Private-Self Financing,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",Approved,Approved,A+,Yes,,Tier 2,http://www.axismanagement.ac.in,info@axismanagement.ac.in,admissions@axismanagement.ac.in,placement@axismanagement.ac.in,+91-80-553-7124,Data Science,B.Tech,30,660,1989,Rural,Yes,Yes
