College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44639382854,1-44639382854,U-0650,SSR POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"MADHIYANI VILLAGE, KANDEDUTHANPATTY, ARASAMALAI PANCHAYAT, PONNAMARAVATHY TALUK",600141,11.120933,78.661439,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.ssr.ac.in,info@ssr.ac.in,admissions@ssr.ac.in,placement@ssr.ac.in,+91-80-580-2141,Civil Engineering,Diploma,30,210,2020,Rural,No,No
1-44639382854,1-44639382854,U-0650,SSR POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"MADHIYANI VILLAGE, KANDEDUTHANPATTY, ARASAMALAI PANCHAYAT, PONNAMARAVATHY TALUK",600141,11.120933,78.661439,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.ssr.ac.in,info@ssr.ac.in,admissions@ssr.ac.in,placement@ssr.ac.in,+91-80-580-2141,Mechanical Engineering,Diploma,60,210,2020,Rural,No,No
1-44639382854,1-44639382854,U-0650,SSR POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"MADHIYANI VILLAGE, KANDEDUTHANPATTY, ARASAMALAI PANCHAYAT, PONNAMARAVATHY TALUK",600141,11.120933,78.661439,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.ssr.ac.in,info@ssr.ac.in,admissions@ssr.ac.in,placement@ssr.ac.in,+91-80-580-2141,Electrical & Electronics Engineering (EEE),Diploma,60,210,2020,Rural,No,No
1-44639382854,1-44639382854,U-0650,SSR POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"MADHIYANI VILLAGE, KANDEDUTHANPATTY, ARASAMALAI PANCHAYAT, PONNAMARAVATHY TALUK",600141,11.120933,78.661439,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,B+,No,,Tier 3,http://www.ssr.ac.in,info@ssr.ac.in,admissions@ssr.ac.in,placement@ssr.ac.in,+91-80-580-2141,Computer Science Engineering (CSE),Diploma,60,210,2020,Rural,No,No
1-44639744101,1-44639744101,U-0650,ROYAL POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,KULATHUR POST,600141,11.146602,78.647214,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A+,No,,Tier 3,http://www.royal.ac.in,info@royal.ac.in,admissions@royal.ac.in,placement@royal.ac.in,+91-80-656-8130,Civil Engineering,Diploma,45,270,1982,Rural,Yes,No
1-44639744101,1-44639744101,U-0650,ROYAL POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,KULATHUR POST,600141,11.146602,78.647214,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A+,No,,Tier 3,http://www.royal.ac.in,info@royal.ac.in,admissions@royal.ac.in,placement@royal.ac.in,+91-80-656-8130,Mechanical Engineering,Diploma,120,270,1982,Rural,Yes,No
1-44639744101,1-44639744101,U-0650,ROYAL POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,KULATHUR POST,600141,11.146602,78.647214,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A+,No,,Tier 3,http://www.royal.ac.in,info@royal.ac.in,admissions@royal.ac.in,placement@royal.ac.in,+91-80-656-8130,Electrical & Electronics Engineering (EEE),Diploma,90,270,1982,Rural,Yes,No
1-44639744101,1-44639744101,U-0650,ROYAL POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,KULATHUR POST,600141,11.146602,78.647214,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A+,No,,Tier 3,http://www.royal.ac.in,info@royal.ac.in,admissions@royal.ac.in,placement@royal.ac.in,+91-80-656-8130,Electronics & Communication Engineering (ECE),Diploma,15,270,1982,Rural,Yes,No
1-44639920226,1-44639920226,U-0650,SRINIVASA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"SRINIVASA NAGAR, KALAMAVUR (PO) KULATHUR TK KEERANUR PUDUKKOTTAI 622 502",600141,11.145744,78.649063,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.srinivasa.ac.in,info@srinivasa.ac.in,admissions@srinivasa.ac.in,placement@srinivasa.ac.in,+91-80-620-8461,Mechanical Engineering,Diploma,150,360,1981,Urban,Yes,Yes
1-44639920226,1-44639920226,U-0650,SRINIVASA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"SRINIVASA NAGAR, KALAMAVUR (PO) KULATHUR TK KEERANUR PUDUKKOTTAI 622 502",600141,11.145744,78.649063,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.srinivasa.ac.in,info@srinivasa.ac.in,admissions@srinivasa.ac.in,placement@srinivasa.ac.in,+91-80-620-8461,Electronics & Communication Engineering (ECE),Diploma,30,360,1981,Urban,Yes,Yes
1-44639920226,1-44639920226,U-0650,SRINIVASA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"SRINIVASA NAGAR, KALAMAVUR (PO) KULATHUR TK KEERANUR PUDUKKOTTAI 622 502",600141,11.145744,78.649063,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.srinivasa.ac.in,info@srinivasa.ac.in,admissions@srinivasa.ac.in,placement@srinivasa.ac.in,+91-80-620-8461,Computer Science Engineering (CSE),Diploma,60,360,1981,Urban,Yes,Yes
1-44639920226,1-44639920226,U-0650,SRINIVASA POLYTECHNIC COLLEGE,Active,Tamil Nadu,Pudukkottai,Pudukkottai,"SRINIVASA NAGAR, KALAMAVUR (PO) KULATHUR TK KEERANUR PUDUKKOTTAI 622 502",600141,11.145744,78.649063,Private-Self Financing,"Directorate of Technical Education, Chennai",Approved,Approved,A,No,,Tier 3,http://www.srinivasa.ac.in,info@srinivasa.ac.in,admissions@srinivasa.ac.in,placement@srinivasa.ac.in,+91-80-620-8461,Other Engineering Branches,Diploma,30,360,1981,Urban,Yes,Yes
