College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44640751913,1-44640751913,U-0294,"GOVERNMENT POLYTECHNIC, BANTWAL",Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"GOVERNMENT POLYTECHNIC, BANTWAL BANTWAL TQ, DAKSHINA KANNADA PIN: 574211",574211,15.333459,75.715455,Government,Directorate of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.bantwal.ac.in,info@bantwal.ac.in,admissions@bantwal.ac.in,placement@bantwal.ac.in,+91-80-516-6089,Civil Engineering,Diploma,60,240,1984,Rural,Yes,Yes
1-44640751913,1-44640751913,U-0294,"GOVERNMENT POLYTECHNIC, BANTWAL",Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"GOVERNMENT POLYTECHNIC, BANTWAL BANTWAL TQ, DAKSHINA KANNADA PIN: 574211",574211,15.333459,75.715455,Government,Directorate of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.bantwal.ac.in,info@bantwal.ac.in,admissions@bantwal.ac.in,placement@bantwal.ac.in,+91-80-516-6089,Mechanical Engineering,Diploma,60,240,1984,Rural,Yes,Yes
1-44640751913,1-44640751913,U-0294,"GOVERNMENT POLYTECHNIC, BANTWAL",Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"GOVERNMENT POLYTECHNIC, BANTWAL BANTWAL TQ, DAKSHINA KANNADA PIN: 574211",574211,15.333459,75.715455,Government,Directorate of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.bantwal.ac.in,info@bantwal.ac.in,admissions@bantwal.ac.in,placement@bantwal.ac.in,+91-80-516-6089,Electronics & Communication Engineering (ECE),Diploma,60,240,1984,Rural,Yes,Yes
1-44640751913,1-44640751913,U-0294,"GOVERNMENT POLYTECHNIC, BANTWAL",Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"GOVERNMENT POLYTECHNIC, BANTWAL BANTWAL TQ, DAKSHINA KANNADA PIN: 574211",574211,15.333459,75.715455,Government,Directorate of Technical Education,Approved,Approved,A,No,,Tier 2,http://www.bantwal.ac.in,info@bantwal.ac.in,admissions@bantwal.ac.in,placement@bantwal.ac.in,+91-80-516-6089,Computer Science Engineering (CSE),Diploma,60,240,1984,Rural,Yes,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Mechanical Engineering,B.Tech,30,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Computer Science Engineering (CSE),B.Tech,210,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Electronics & Communication Engineering (ECE),B.Tech,60,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Information Technology (IT),B.Tech,30,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Robotics,M.Tech,9,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Information Technology (IT),M.Tech,12,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Electrical & Electronics Engineering (EEE),B.Tech,30,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Computer Science Engineering (CSE),M.Tech,12,663,2004,Urban,No,Yes
1-44640959327,1-44640959327,U-0375,SRINIVAS INSTITUTE OF TECHNOLOGY,Active,Karnataka,D Kannada(Dk),D Kannada(Dk),"SRINIVAS CAMPUS VALACHIL, ARKULA VILLAGE FARANGIPETE POST MANGALORE",560578,15.324834,75.719418,Private-Self Financing,"VisvesvarayaÂ Technological University, Belgaum",Approved,Approved,Not Accredited,No,,Tier 3,http://www.srinivas.ac.in,info@srinivas.ac.in,admissions@srinivas.ac.in,placement@srinivas.ac.in,+91-80-154-8579,Aeronautical Engineering,B.Tech,60,663,2004,Urban,No,Yes
