College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638172396,1-44638172396,U-0698,GOVERNMENT POLYTECHNIC WEST CHAMPARAN,Active,Bihar,East Champaran,East Champaran,"GOVERNMENT POLYTECHNIC, WEST CHAMPARAN, VILLAGE- MAHNAGANI, BLOCK+P.S +P.O - MAJHAULIYA, DISTRICT- WEST CHAMPARAN, PIN- 845438",845438,25.096366,85.308628,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.westchamparan.ac.in,info@westchamparan.ac.in,admissions@westchamparan.ac.in,placement@westchamparan.ac.in,+91-80-850-0067,Electrical Engineering,Diploma,60,360,1991,Rural,Yes,Yes
1-44638172396,1-44638172396,U-0698,GOVERNMENT POLYTECHNIC WEST CHAMPARAN,Active,Bihar,East Champaran,East Champaran,"GOVERNMENT POLYTECHNIC, WEST CHAMPARAN, VILLAGE- MAHNAGANI, BLOCK+P.S +P.O - MAJHAULIYA, DISTRICT- WEST CHAMPARAN, PIN- 845438",845438,25.096366,85.308628,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.westchamparan.ac.in,info@westchamparan.ac.in,admissions@westchamparan.ac.in,placement@westchamparan.ac.in,+91-80-850-0067,Other Engineering Branches,Diploma,60,360,1991,Rural,Yes,Yes
1-44638172396,1-44638172396,U-0698,GOVERNMENT POLYTECHNIC WEST CHAMPARAN,Active,Bihar,East Champaran,East Champaran,"GOVERNMENT POLYTECHNIC, WEST CHAMPARAN, VILLAGE- MAHNAGANI, BLOCK+P.S +P.O - MAJHAULIYA, DISTRICT- WEST CHAMPARAN, PIN- 845438",845438,25.096366,85.308628,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.westchamparan.ac.in,info@westchamparan.ac.in,admissions@westchamparan.ac.in,placement@westchamparan.ac.in,+91-80-850-0067,Mechanical Engineering,Diploma,60,360,1991,Rural,Yes,Yes
1-44638172396,1-44638172396,U-0698,GOVERNMENT POLYTECHNIC WEST CHAMPARAN,Active,Bihar,East Champaran,East Champaran,"GOVERNMENT POLYTECHNIC, WEST CHAMPARAN, VILLAGE- MAHNAGANI, BLOCK+P.S +P.O - MAJHAULIYA, DISTRICT- WEST CHAMPARAN, PIN- 845438",845438,25.096366,85.308628,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.westchamparan.ac.in,info@westchamparan.ac.in,admissions@westchamparan.ac.in,placement@westchamparan.ac.in,+91-80-850-0067,Civil Engineering,Diploma,120,360,1991,Rural,Yes,Yes
1-44638172396,1-44638172396,U-0698,GOVERNMENT POLYTECHNIC WEST CHAMPARAN,Active,Bihar,East Champaran,East Champaran,"GOVERNMENT POLYTECHNIC, WEST CHAMPARAN, VILLAGE- MAHNAGANI, BLOCK+P.S +P.O - MAJHAULIYA, DISTRICT- WEST CHAMPARAN, PIN- 845438",845438,25.096366,85.308628,Government,"State Board of Technical Education, Patna",Approved,Approved,B,No,,Tier 3,http://www.westchamparan.ac.in,info@westchamparan.ac.in,admissions@westchamparan.ac.in,placement@westchamparan.ac.in,+91-80-850-0067,Computer Science Engineering (CSE),Diploma,60,360,1991,Rural,Yes,Yes
1-44639713768,1-44639713768,U-0698,GOVERNMENT POLYTECHNIC MOTIHARI,Active,Bihar,East Champaran,East Champaran,"AT- LUATHAHAN, BEHIND ITI, NEAR COURT P.O.- MOTIHARI COURT DIST- EAST CHAMPARAN",800628,25.112265,85.323517,Government,"State Board of Technical Education, Patna",Approved,Approved,B++,Yes,,Tier 3,http://www.motihari.ac.in,info@motihari.ac.in,admissions@motihari.ac.in,placement@motihari.ac.in,+91-80-516-8706,Civil Engineering,Diploma,120,360,1985,Rural,Yes,No
1-44639713768,1-44639713768,U-0698,GOVERNMENT POLYTECHNIC MOTIHARI,Active,Bihar,East Champaran,East Champaran,"AT- LUATHAHAN, BEHIND ITI, NEAR COURT P.O.- MOTIHARI COURT DIST- EAST CHAMPARAN",800628,25.112265,85.323517,Government,"State Board of Technical Education, Patna",Approved,Approved,B++,Yes,,Tier 3,http://www.motihari.ac.in,info@motihari.ac.in,admissions@motihari.ac.in,placement@motihari.ac.in,+91-80-516-8706,Electrical Engineering,Diploma,60,360,1985,Rural,Yes,No
1-44639713768,1-44639713768,U-0698,GOVERNMENT POLYTECHNIC MOTIHARI,Active,Bihar,East Champaran,East Champaran,"AT- LUATHAHAN, BEHIND ITI, NEAR COURT P.O.- MOTIHARI COURT DIST- EAST CHAMPARAN",800628,25.112265,85.323517,Government,"State Board of Technical Education, Patna",Approved,Approved,B++,Yes,,Tier 3,http://www.motihari.ac.in,info@motihari.ac.in,admissions@motihari.ac.in,placement@motihari.ac.in,+91-80-516-8706,Other Engineering Branches,Diploma,60,360,1985,Rural,Yes,No
1-44639713768,1-44639713768,U-0698,GOVERNMENT POLYTECHNIC MOTIHARI,Active,Bihar,East Champaran,East Champaran,"AT- LUATHAHAN, BEHIND ITI, NEAR COURT P.O.- MOTIHARI COURT DIST- EAST CHAMPARAN",800628,25.112265,85.323517,Government,"State Board of Technical Education, Patna",Approved,Approved,B++,Yes,,Tier 3,http://www.motihari.ac.in,info@motihari.ac.in,admissions@motihari.ac.in,placement@motihari.ac.in,+91-80-516-8706,Mechanical Engineering,Diploma,60,360,1985,Rural,Yes,No
1-44639713768,1-44639713768,U-0698,GOVERNMENT POLYTECHNIC MOTIHARI,Active,Bihar,East Champaran,East Champaran,"AT- LUATHAHAN, BEHIND ITI, NEAR COURT P.O.- MOTIHARI COURT DIST- EAST CHAMPARAN",800628,25.112265,85.323517,Government,"State Board of Technical Education, Patna",Approved,Approved,B++,Yes,,Tier 3,http://www.motihari.ac.in,info@motihari.ac.in,admissions@motihari.ac.in,placement@motihari.ac.in,+91-80-516-8706,Computer Science Engineering (CSE),Diploma,60,360,1985,Rural,Yes,No
