College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638126366,1-44638126366,U-0784,GOVERNMENT ENGINEERING COLLEGE BARMER,Active,Rajasthan,Barmer,Barmer,"JODHPUR ROAD ,UTTARLAI , BARMER (RAJASTHAN )",302067,27.009523,74.215654,Government,MBM UNIVERSITY,Approved,Approved,A,No,,Tier 2,http://www.barmer.ac.in,info@barmer.ac.in,admissions@barmer.ac.in,placement@barmer.ac.in,+91-80-240-0369,Electrical Engineering,B.Tech,60,300,2007,Urban,Yes,Yes
1-44638126366,1-44638126366,U-0784,GOVERNMENT ENGINEERING COLLEGE BARMER,Active,Rajasthan,Barmer,Barmer,"JODHPUR ROAD ,UTTARLAI , BARMER (RAJASTHAN )",302067,27.009523,74.215654,Government,MBM UNIVERSITY,Approved,Approved,A,No,,Tier 2,http://www.barmer.ac.in,info@barmer.ac.in,admissions@barmer.ac.in,placement@barmer.ac.in,+91-80-240-0369,Electronics & Communication Engineering (ECE),B.Tech,30,300,2007,Urban,Yes,Yes
1-44638126366,1-44638126366,U-0784,GOVERNMENT ENGINEERING COLLEGE BARMER,Active,Rajasthan,Barmer,Barmer,"JODHPUR ROAD ,UTTARLAI , BARMER (RAJASTHAN )",302067,27.009523,74.215654,Government,MBM UNIVERSITY,Approved,Approved,A,No,,Tier 2,http://www.barmer.ac.in,info@barmer.ac.in,admissions@barmer.ac.in,placement@barmer.ac.in,+91-80-240-0369,Civil Engineering,B.Tech,60,300,2007,Urban,Yes,Yes
1-44638126366,1-44638126366,U-0784,GOVERNMENT ENGINEERING COLLEGE BARMER,Active,Rajasthan,Barmer,Barmer,"JODHPUR ROAD ,UTTARLAI , BARMER (RAJASTHAN )",302067,27.009523,74.215654,Government,MBM UNIVERSITY,Approved,Approved,A,No,,Tier 2,http://www.barmer.ac.in,info@barmer.ac.in,admissions@barmer.ac.in,placement@barmer.ac.in,+91-80-240-0369,Mechanical Engineering,B.Tech,30,300,2007,Urban,Yes,Yes
1-44638126366,1-44638126366,U-0784,GOVERNMENT ENGINEERING COLLEGE BARMER,Active,Rajasthan,Barmer,Barmer,"JODHPUR ROAD ,UTTARLAI , BARMER (RAJASTHAN )",302067,27.009523,74.215654,Government,MBM UNIVERSITY,Approved,Approved,A,No,,Tier 2,http://www.barmer.ac.in,info@barmer.ac.in,admissions@barmer.ac.in,placement@barmer.ac.in,+91-80-240-0369,Other Engineering Branches,B.Tech,60,300,2007,Urban,Yes,Yes
1-44638126366,1-44638126366,U-0784,GOVERNMENT ENGINEERING COLLEGE BARMER,Active,Rajasthan,Barmer,Barmer,"JODHPUR ROAD ,UTTARLAI , BARMER (RAJASTHAN )",302067,27.009523,74.215654,Government,MBM UNIVERSITY,Approved,Approved,A,No,,Tier 2,http://www.barmer.ac.in,info@barmer.ac.in,admissions@barmer.ac.in,placement@barmer.ac.in,+91-80-240-0369,Chemical Engineering,B.Tech,30,300,2007,Urban,Yes,Yes
1-44638126366,1-44638126366,U-0784,GOVERNMENT ENGINEERING COLLEGE BARMER,Active,Rajasthan,Barmer,Barmer,"JODHPUR ROAD ,UTTARLAI , BARMER (RAJASTHAN )",302067,27.009523,74.215654,Government,MBM UNIVERSITY,Approved,Approved,A,No,,Tier 2,http://www.barmer.ac.in,info@barmer.ac.in,admissions@barmer.ac.in,placement@barmer.ac.in,+91-80-240-0369,Artificial Intelligence & Machine Learning (AI & ML),B.Tech,30,300,2007,Urban,Yes,Yes
1-44640073279,1-44640073279,U-0197,"GOVERNMENT POLYTECHNIC COLLEGE, BARMER, RAJASTHAN",Active,Rajasthan,Barmer,Barmer,"N.H. 15, JAISALMER ROAD, JALIPA",302067,27.006255,74.212915,Government,"Board of Technical Education And Directorate Of Technical Education, Jodhpur",Approved,Approved,A+,Yes,,Tier 2,http://www.barmerrajasthan.ac.in,info@barmerrajasthan.ac.in,admissions@barmerrajasthan.ac.in,placement@barmerrajasthan.ac.in,+91-80-102-9984,Other Engineering Branches,Diploma,10,140,2016,Urban,Yes,Yes
1-44640073279,1-44640073279,U-0197,"GOVERNMENT POLYTECHNIC COLLEGE, BARMER, RAJASTHAN",Active,Rajasthan,Barmer,Barmer,"N.H. 15, JAISALMER ROAD, JALIPA",302067,27.006255,74.212915,Government,"Board of Technical Education And Directorate Of Technical Education, Jodhpur",Approved,Approved,A+,Yes,,Tier 2,http://www.barmerrajasthan.ac.in,info@barmerrajasthan.ac.in,admissions@barmerrajasthan.ac.in,placement@barmerrajasthan.ac.in,+91-80-102-9984,Electrical Engineering,Diploma,20,140,2016,Urban,Yes,Yes
1-44640073279,1-44640073279,U-0197,"GOVERNMENT POLYTECHNIC COLLEGE, BARMER, RAJASTHAN",Active,Rajasthan,Barmer,Barmer,"N.H. 15, JAISALMER ROAD, JALIPA",302067,27.006255,74.212915,Government,"Board of Technical Education And Directorate Of Technical Education, Jodhpur",Approved,Approved,A+,Yes,,Tier 2,http://www.barmerrajasthan.ac.in,info@barmerrajasthan.ac.in,admissions@barmerrajasthan.ac.in,placement@barmerrajasthan.ac.in,+91-80-102-9984,Mechanical Engineering,Diploma,20,140,2016,Urban,Yes,Yes
