College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44637339701,1-44637339701,U-0992,ADIKAVI NANNAYA UNIVERSITY,Active,Andhra Pradesh,East Godavari,East Godavari,"RAJARAJA NARENDRA NAGAR, VELUGUBANDA,RAJANAGARAM,RAJAMAHENDHRAVARAM",500172,16.998821,82.23627,State Government University,NOT APPLICABLE,Approved,Approved,B++,Yes,,Tier 3,http://www.adikavinannaya.ac.in,info@adikavinannaya.ac.in,admissions@adikavinannaya.ac.in,placement@adikavinannaya.ac.in,+91-80-246-5720,Computer Science Engineering (CSE),B.Tech,30,150,2013,Urban,Yes,Yes
1-44637339701,1-44637339701,U-0992,ADIKAVI NANNAYA UNIVERSITY,Active,Andhra Pradesh,East Godavari,East Godavari,"RAJARAJA NARENDRA NAGAR, VELUGUBANDA,RAJANAGARAM,RAJAMAHENDHRAVARAM",500172,16.998821,82.23627,State Government University,NOT APPLICABLE,Approved,Approved,B++,Yes,,Tier 3,http://www.adikavinannaya.ac.in,info@adikavinannaya.ac.in,admissions@adikavinannaya.ac.in,placement@adikavinannaya.ac.in,+91-80-246-5720,Electronics & Communication Engineering (ECE),B.Tech,30,150,2013,Urban,Yes,Yes
1-44637339701,1-44637339701,U-0992,ADIKAVI NANNAYA UNIVERSITY,Active,Andhra Pradesh,East Godavari,East Godavari,"RAJARAJA NARENDRA NAGAR, VELUGUBANDA,RAJANAGARAM,RAJAMAHENDHRAVARAM",500172,16.998821,82.23627,State Government University,NOT APPLICABLE,Approved,Approved,B++,Yes,,Tier 3,http://www.adikavinannaya.ac.in,info@adikavinannaya.ac.in,admissions@adikavinannaya.ac.in,placement@adikavinannaya.ac.in,+91-80-246-5720,Civil Engineering,B.Tech,30,150,2013,Urban,Yes,Yes
1-44637339701,1-44637339701,U-0992,ADIKAVI NANNAYA UNIVERSITY,Active,Andhra Pradesh,East Godavari,East Godavari,"RAJARAJA NARENDRA NAGAR, VELUGUBANDA,RAJANAGARAM,RAJAMAHENDHRAVARAM",500172,16.998821,82.23627,State Government University,NOT APPLICABLE,Approved,Approved,B++,Yes,,Tier 3,http://www.adikavinannaya.ac.in,info@adikavinannaya.ac.in,admissions@adikavinannaya.ac.in,placement@adikavinannaya.ac.in,+91-80-246-5720,Mechanical Engineering,B.Tech,30,150,2013,Urban,Yes,Yes
1-44637339701,1-44637339701,U-0992,ADIKAVI NANNAYA UNIVERSITY,Active,Andhra Pradesh,East Godavari,East Godavari,"RAJARAJA NARENDRA NAGAR, VELUGUBANDA,RAJANAGARAM,RAJAMAHENDHRAVARAM",500172,16.998821,82.23627,State Government University,NOT APPLICABLE,Approved,Approved,B++,Yes,,Tier 3,http://www.adikavinannaya.ac.in,info@adikavinannaya.ac.in,admissions@adikavinannaya.ac.in,placement@adikavinannaya.ac.in,+91-80-246-5720,Other Engineering Branches,B.Tech,30,150,2013,Urban,Yes,Yes
1-44638807418,1-44638807418,U-0336,BENAIAH INSTITUTE OF TECHNOLOGY & SCIENCES,Active,Andhra Pradesh,East Godavari,East Godavari,"CHRIST VIDHYA NAGAR, BURUGUPUDI, KORUKONDA MANDAL,E.G.DT.,",500172,16.976797,82.244289,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,Not Accredited,No,,Tier 3,http://www.benaiahsciences.ac.in,info@benaiahsciences.ac.in,admissions@benaiahsciences.ac.in,placement@benaiahsciences.ac.in,+91-80-322-8523,Mechanical Engineering,B.Tech,30,147,1994,Urban,No,No
1-44638807418,1-44638807418,U-0336,BENAIAH INSTITUTE OF TECHNOLOGY & SCIENCES,Active,Andhra Pradesh,East Godavari,East Godavari,"CHRIST VIDHYA NAGAR, BURUGUPUDI, KORUKONDA MANDAL,E.G.DT.,",500172,16.976797,82.244289,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,Not Accredited,No,,Tier 3,http://www.benaiahsciences.ac.in,info@benaiahsciences.ac.in,admissions@benaiahsciences.ac.in,placement@benaiahsciences.ac.in,+91-80-322-8523,Computer Science Engineering (CSE),B.Tech,15,147,1994,Urban,No,No
1-44638807418,1-44638807418,U-0336,BENAIAH INSTITUTE OF TECHNOLOGY & SCIENCES,Active,Andhra Pradesh,East Godavari,East Godavari,"CHRIST VIDHYA NAGAR, BURUGUPUDI, KORUKONDA MANDAL,E.G.DT.,",500172,16.976797,82.244289,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,Not Accredited,No,,Tier 3,http://www.benaiahsciences.ac.in,info@benaiahsciences.ac.in,admissions@benaiahsciences.ac.in,placement@benaiahsciences.ac.in,+91-80-322-8523,Electronics & Communication Engineering (ECE),B.Tech,15,147,1994,Urban,No,No
1-44638807418,1-44638807418,U-0336,BENAIAH INSTITUTE OF TECHNOLOGY & SCIENCES,Active,Andhra Pradesh,East Godavari,East Godavari,"CHRIST VIDHYA NAGAR, BURUGUPUDI, KORUKONDA MANDAL,E.G.DT.,",500172,16.976797,82.244289,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,Not Accredited,No,,Tier 3,http://www.benaiahsciences.ac.in,info@benaiahsciences.ac.in,admissions@benaiahsciences.ac.in,placement@benaiahsciences.ac.in,+91-80-322-8523,Electrical & Electronics Engineering (EEE),B.Tech,30,147,1994,Urban,No,No
1-44638807418,1-44638807418,U-0336,BENAIAH INSTITUTE OF TECHNOLOGY & SCIENCES,Active,Andhra Pradesh,East Godavari,East Godavari,"CHRIST VIDHYA NAGAR, BURUGUPUDI, KORUKONDA MANDAL,E.G.DT.,",500172,16.976797,82.244289,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,Not Accredited,No,,Tier 3,http://www.benaiahsciences.ac.in,info@benaiahsciences.ac.in,admissions@benaiahsciences.ac.in,placement@benaiahsciences.ac.in,+91-80-322-8523,Computer Science Engineering (CSE),M.Tech,9,147,1994,Urban,No,No
1-44638807418,1-44638807418,U-0336,BENAIAH INSTITUTE OF TECHNOLOGY & SCIENCES,Active,Andhra Pradesh,East Godavari,East Godavari,"CHRIST VIDHYA NAGAR, BURUGUPUDI, KORUKONDA MANDAL,E.G.DT.,",500172,16.976797,82.244289,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,Not Accredited,No,,Tier 3,http://www.benaiahsciences.ac.in,info@benaiahsciences.ac.in,admissions@benaiahsciences.ac.in,placement@benaiahsciences.ac.in,+91-80-322-8523,Other Engineering Branches,M.Tech,18,147,1994,Urban,No,No
1-44638807418,1-44638807418,U-0336,BENAIAH INSTITUTE OF TECHNOLOGY & SCIENCES,Active,Andhra Pradesh,East Godavari,East Godavari,"CHRIST VIDHYA NAGAR, BURUGUPUDI, KORUKONDA MANDAL,E.G.DT.,",500172,16.976797,82.244289,Private-Self Financing,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,Not Accredited,No,,Tier 3,http://www.benaiahsciences.ac.in,info@benaiahsciences.ac.in,admissions@benaiahsciences.ac.in,placement@benaiahsciences.ac.in,+91-80-322-8523,Civil Engineering,B.Tech,30,147,1994,Urban,No,No
1-44639417598,1-44639417598,U-0336,"SPATIAL INFORMATION TECHNOLOGY,IST,JNTUK",Active,Andhra Pradesh,East Godavari,East Godavari,"JNTUK,KAKINADA",500172,16.970604,82.250951,Government,"Jawaharlal Nehru Technological University, Kakinada",Approved,Approved,B++,Yes,,Tier 3,http://www.spatialinformationtechnologyistjntuk.ac.in,info@spatialinformationtechnologyistjntuk.ac.in,admissions@spatialinformationtechnologyistjntuk.ac.in,placement@spatialinformationtechnologyistjntuk.ac.in,+91-80-063-0934,Other Engineering Branches,M.Tech,25,25,2005,Rural,No,Yes
1-44639581049,1-44639581049,U-0391,"GOVERNMENT POLYTECHNIC, DRAKSHARAMAM",Active,Andhra Pradesh,East Godavari,East Godavari,"DRAKSHARAMAM (V), RAMACHANDRAPURAM (M), EAST GODAVARI DISTRICT, A.P.",500172,16.999243,82.254476,Government,"State Board of Technical Education and Training, Hyderabad",Approved,Approved,A+,Yes,,Tier 2,http://www.draksharamam.ac.in,info@draksharamam.ac.in,admissions@draksharamam.ac.in,placement@draksharamam.ac.in,+91-80-264-2732,Civil Engineering,Diploma,30,60,2013,Urban,Yes,Yes
