College ID,AICTE Institute ID,UGC University ID,College Name,College Status,State,District,City,Full Address,Pincode,Latitude,Longitude,College Type,Affiliated University,AICTE Approval Status,UGC Approval Status,NAAC Grade,NBA Accreditation,NIRF Ranking,Tier Classification,Official Website,Official College Email,Admission Email,Placement Cell Email,Contact Phone Number,Engineering Branch Name,Degree Type,Branch Intake Capacity,Total Intake Capacity,Establishment Year,Campus Type,Hostel Available,Placement Available
1-44638801317,1-44638801317,U-0767,GOVERNMENT POLYTECHNIC DIGLIPUR,Active,Andaman and Nicobar Islands,Andamans,Andamans,"MADHUPUR, DIGLIPUR",500126,11.749782,92.652031,Government,"Maharashtra State Board of Technical Education, Mumbai",Approved,Approved,A,No,,Tier 2,http://www.diglipur.ac.in,info@diglipur.ac.in,admissions@diglipur.ac.in,placement@diglipur.ac.in,+91-80-244-9621,Civil Engineering,Diploma,24,48,2009,Urban,Yes,Yes
1-44638801317,1-44638801317,U-0767,GOVERNMENT POLYTECHNIC DIGLIPUR,Active,Andaman and Nicobar Islands,Andamans,Andamans,"MADHUPUR, DIGLIPUR",500126,11.749782,92.652031,Government,"Maharashtra State Board of Technical Education, Mumbai",Approved,Approved,A,No,,Tier 2,http://www.diglipur.ac.in,info@diglipur.ac.in,admissions@diglipur.ac.in,placement@diglipur.ac.in,+91-80-244-9621,Computer Science Engineering (CSE),Diploma,24,48,2009,Urban,Yes,Yes
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Civil Engineering,B.Tech,30,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Electronics & Communication Engineering (ECE),B.Tech,30,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Computer Science Engineering (CSE),B.Tech,30,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Civil Engineering,Diploma,60,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Computer Science Engineering (CSE),Diploma,60,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Electrical Engineering,Diploma,60,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Mechanical Engineering,Diploma,60,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Information Technology (IT),Diploma,60,450,2006,Urban,No,No
1-44641284001,1-44641284001,U-0074,DR. B.R. AMBEDKAR INSTITUTE OF TECHNOLOGY,Active,Andaman and Nicobar Islands,Port Blair,Port Blair,POLYTECHNIC ROAD PAHAR GAON PO JUNGLIGHAT,500640,11.73464,92.663766,Government,"Netaji Subhash Chandra Bose Institute of Higher Learning (NSCBIHL-Deemed University), Port Blair",Approved,Approved,A,No,,Tier 2,http://www.drbrambedkar.ac.in,info@drbrambedkar.ac.in,admissions@drbrambedkar.ac.in,placement@drbrambedkar.ac.in,+91-80-609-8593,Electronics & Communication Engineering (ECE),Diploma,60,450,2006,Urban,No,No
